Date,Close/Last,Volume,Open,High,Low
12/23/2019,0.520854,--,0.519639,0.521853,0.519545
12/20/2019,0.514963,--,0.51493,0.517927,0.506199
12/19/2019,0.50804,--,0.510275,0.51095,0.506419
12/18/2019,0.512069,--,0.520297,0.521094,0.511088
12/17/2019,0.481798,--,0.476062,0.482008,0.476055
12/16/2019,0.500484,--,0.500623,0.50099,0.499825
12/13/2019,0.530209,--,0.529018,0.533919,0.525191
12/12/2019,0.526283,--,0.526761,0.526761,0.525191
12/11/2019,0.521507,--,0.52386,0.523903,0.519702
12/10/2019,0.529319,--,0.52929,0.52976,0.528985
12/09/2019,0.537024,--,0.536676,0.5406,0.535489
12/06/2019,0.548699,--,0.538134,0.554449,0.534747
12/05/2019,0.539389,--,0.538546,0.540185,0.5382
12/04/2019,0.529887,--,0.528456,0.530837,0.528449
12/03/2019,0.525299,--,0.530204,0.531068,0.521069
12/02/2019,0.541126,--,0.538596,0.544248,0.538583
11/29/2019,0.566191,--,0.569991,0.57727,0.547769
11/27/2019,0.554212,--,0.554373,0.557109,0.55327
11/26/2019,0.528593,--,0.526711,0.53031,0.525725
11/25/2019,0.525727,--,0.522908,0.527386,0.521301
11/22/2019,0.541661,--,0.518542,0.569807,0.501468
11/21/2019,0.567595,--,0.56533,0.569106,0.565309
11/20/2019,0.599605,--,0.597588,0.599692,0.597456
11/19/2019,0.604339,--,0.601885,0.6047,0.601727
11/18/2019,0.607268,--,0.608491,0.608522,0.606649
11/15/2019,0.629124,--,0.642754,0.652016,0.622119
11/14/2019,0.639579,--,0.641316,0.641329,0.638598
11/13/2019,0.652039,--,0.652535,0.652871,0.651737
11/12/2019,0.651094,--,0.653035,0.653144,0.650809
11/11/2019,0.649146,--,0.648531,0.65019,0.648317
11/08/2019,0.655115,--,0.648741,0.682157,0.640266
11/07/2019,0.680773,--,0.67702,0.680776,0.677019
11/06/2019,0.692568,--,0.691537,0.694102,0.691272
11/05/2019,0.685361,--,0.688024,0.688261,0.685159
11/04/2019,0.69327,--,0.690671,0.693403,0.690351
11/01/2019,0.676395,--,0.672235,0.681573,0.664651
10/31/2019,0.669411,--,0.672077,0.67223,0.66932
10/30/2019,0.676302,--,0.673113,0.677052,0.673077
10/29/2019,0.691863,--,0.693001,0.693511,0.690594
10/28/2019,0.679433,--,0.674621,0.679882,0.674059
10/25/2019,0.639607,--,0.570872,0.649947,0.551834
10/24/2019,0.554541,--,0.554052,0.554778,0.553738
10/23/2019,0.554849,--,0.555743,0.557077,0.554368
10/22/2019,0.595776,--,0.595229,0.596035,0.593363
10/21/2019,0.606147,--,0.60834,0.60834,0.606123
10/18/2019,0.591204,--,0.589221,0.593577,0.586098
10/17/2019,0.600228,--,0.600178,0.600536,0.59875
10/16/2019,0.590749,--,0.59179,0.59179,0.590682
10/15/2019,0.605163,--,0.604824,0.605731,0.603695
10/14/2019,0.622098,--,0.620198,0.624011,0.61989
10/11/2019,0.6121,--,0.614729,0.647024,0.609887
10/10/2019,0.629184,--,0.63136,0.6322,0.62878
10/09/2019,0.635062,--,0.635224,0.637243,0.63473
10/08/2019,0.606875,--,0.605802,0.608058,0.60564
10/07/2019,0.608907,--,0.606805,0.609374,0.606753
10/04/2019,0.600857,--,0.595894,0.604317,0.584881
10/03/2019,0.596588,--,0.601158,0.601707,0.596333
